Name,Address,Location,Category,Role,Profession,Additional Info,Journal,Notes,Political Party,page_num,source_file,section,civic_num,civic_lett,sestiere_parsed,parish_parsed,sestiere_implied,match_note,fail_reason,nom_classification,is_provincia,geocoding_tier,match_confidence,nominatim_query,llm_cleaned_address,nominatim_flagged,matched_lat,matched_lon
Martelletti Alice,Riva Schiavoni,Riva Schiavoni,Caffe (torrefazione),,,Additional Info,,,,163,page_163_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Maruso Augusta,Riva Schiavoni,Dorsoduro,3065,,,Additional Info,,,,163,page_163_semantic.csv,industria,,,DORSODURO,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Mar-arainoh Iride,Riva Schiavoni,Castello,1387,,,Additional Info,,,,163,page_163_semantic.csv,industria,,,CASTELLO,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Meneghini Domenica,Riva Schiavoni,Cannaregio,4653,,,Additional Info,,,,163,page_163_semantic.csv,industria,,,CANNAREGIO,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Monico Ugo,Riva Schiavoni,Cannaregio,1975,,,Additional Info,,,,163,page_163_semantic.csv,industria,,,CANNAREGIO,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Morandi Bruno,Riva Schiavoni,S. Marco,5362,,,Additional Info,,,,163,page_163_semantic.csv,industria,,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Muzzo Attilio,Via Ospedale 1,Cannaregio,5990,,,Additional Info,,,,163,page_163_semantic.csv,industria,,,CANNAREGIO,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Nardini Stanislao,Via Ospedale 1,S. Marco,4591,,,Additional Info,,,,163,page_163_semantic.csv,industria,,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Negrini Beniamino,Via Ospedale 1,Dorsoduro,924-25,,,Additional Info,,,,163,page_163_semantic.csv,industria,,,DORSODURO,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Osaldini Lilia,Via Ospedale 1,S. Marco,922,,,Additional Info,,,,163,page_163_semantic.csv,industria,,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Papais Vittorio,Via Piave 42.44,Cannaregio,168,,,Additional Info,,,,163,page_163_semantic.csv,industria,42.0,,CANNAREGIO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Parenti Giuseppina ved. Caldara,Via Piave 42.44,S. Croce,187 A,,,Additional Info,,,,163,page_163_semantic.csv,industria,42.0,,SANTA CROCE,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Pasini Ruggero,Via Piave 42.44,Cannaregio,5868 A,,,Additional Info,,,,163,page_163_semantic.csv,industria,42.0,,CANNAREGIO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
«Pasqualigo»,Via Piave 42.44,Cannaregio,2287,,,Additional Info,,,,163,page_163_semantic.csv,industria,42.0,,CANNAREGIO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Pilot Maria in Castellet,Via Poerio 36,S. Croce,2119,,,Additional Info,,,,163,page_163_semantic.csv,industria,36.0,,SANTA CROCE,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Pilot Floma,Riva 7 Martiri,Caffe,Caffe (torrefazione),,,Additional Info,,,,163,page_163_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Piscihutti =. Rosa,Riva 7 Martiri,Dorsoduro,2963,,,Additional Info,,,,163,page_163_semantic.csv,industria,,,DORSODURO,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Pizzolio Luigi,Riva 7 Martiri,S. Polo,1251,,,Additional Info,,,,163,page_163_semantic.csv,industria,,,SAN POLO,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Possiedi Luigi,Riva 7 Martiri,Caffe,staz. Ferrovia-ria,,,Additional Info,,,,163,page_163_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Povoledo cav. Uff. Angelo,Riva 7 Martiri,S. Marco,4477,,," Cannaregio 122 B, ",,,,163,page_163_semantic.csv,industria,,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Rampazzo Ampelio,Riva 7 Martiri,S. Croce,745,,,Additional Info,,,,163,page_163_semantic.csv,industria,,,SANTA CROCE,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Rossi Mario,Riva 7 Martiri,Castello,6640,,,Additional Info,,,,163,page_163_semantic.csv,industria,,,CASTELLO,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Roveda Antonio,Riva 7 Martiri,S. Marco,4542,,,Additional Info,,,,163,page_163_semantic.csv,industria,,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Santi G. e C. Soc. a r. l. per la gestione dei Caffe all’Angelo,Riva 7 Martiri,S. Marco,5040,,,Additional Info,,,,163,page_163_semantic.csv,industria,,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Soc. An. Esercizi Pubblici Bresciani.,Riva 7 Martiri,San Marco,4700,,,Additional Info,,,,163,page_163_semantic.csv,industria,,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Soc. in acc,Riva 7 Martiri,Caffe,Castello,,,"4556,  S. Marco 1183-56-57, | Caffe Ristoranti ed affini S.A. G.R.A.",,,,163,page_163_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Sommariva Giuseppe,Riva 7 Martiri,Castello,4515,,,Additional Info,,,,163,page_163_semantic.csv,industria,,,CASTELLO,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
dUSE.,Via XXII Marzo 2288,Venezia,"Macchine per scrivere, Calcolatrici, Duplicatori, OCCASIONI, CAMBI, RICOSTRUZIONI, NOLEGGI",,,Telefono n. 25.889,,,,164,page_164_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Stabilimenti per l’Industria della Juta e Canapa,S. Marco 1119,S. Polo,Canapa e Lino,,,",",,,,167,page_167_semantic.csv,industria,1119.0,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
S.A. Linificio Canapificio Nazionale,"Campo S. Provolo, 4706",S. Polo,Canapa e Lino,,,Tel. 23-927,,,,167,page_167_semantic.csv,industria,4706.0,,SAN POLO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Fulin Pietro,Calle Botteri,Cannaregio,Candele,,,",",,,,167,page_167_semantic.csv,industria,,,CANNAREGIO,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
"F.A.S., De Rossi e C.",Castello 2143,S. Polo,Cantieri Navali,,,",",,,,167,page_167_semantic.csv,industria,2143.0,,CASTELLO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
"Cantieri Celli, Costruzioni Navali, da Diporto, Sportive e da Guerra","S. Elena, 1",S. Polo,Cantieri Navali,,,Tel. 24-962; 27-911,,,,167,page_167_semantic.csv,industria,,,SANT'ELENA,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Cantiere Navale ed officine meccaniche Veneziane,Giudecca,Castello,Category:Cantieri Navali,,,",",,,,168,page_168_semantic.csv,industria,,,GIUDECCA,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
CANTIERE NAVALE OFFICINE MECCANICHE VENEZIANE G. PAGAN,Giudecca - Sacca Fisola,Castello,Category:Cantieri Navali,,,"Costruzioni Navali · Riparazioni · Raddobbi, Fonderia Ghisa, Bronzo · Lavori Carpenteria in Ferro e Legno · Alaggi Navi su Scali Portata Tonn. 500",,,,168,page_168_semantic.csv,industria,,,GIUDECCA,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Lucchese Achille," ""Giudecca""",Castello,Cantiere Navale,,,",",,,,169,page_169_semantic.csv,industria,,,GIUDECCA,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Miere Giovanni e Moretti Umberto," ""Giudecca"," Corte Ferrando""",Cantiere Navale,,,",",,,,169,page_169_semantic.csv,industria,,,GIUDECCA,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
San Marco e ° di Del Zennaro Leone," ""San Gerolamo. 2973""",Castello,Cantiere Navale,,,",",,,,169,page_169_semantic.csv,industria,2973.0,,CASTELLO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
S.C.E.L.S.I.A.," ""Castello 33""",Castello,Cantiere Navale,,,"Telef. 26-727, ",,,,169,page_169_semantic.csv,industria,33.0,,CASTELLO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
"VENEZIA, Castello 33","""Castello 33""",Castello,"Costruzione riparazione e motorizzazione Burchi, Bragozzi, Topi, Maone, Peate; Motoscafi di lusso e da trasporto - Arredamento completo del natante",,,S.C.E.L.S.I.A,,,,169,page_169_semantic.csv,industria,33.0,,CASTELLO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Anglo Italiana Carboni,"Palazzo Surian, Fond. Cannargio, 970",Campo Manin,Carbone,,,Società per Azioni,,,,172,page_172_semantic.csv,industria,970.0,,CANNAREGIO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
S. A. Carburanti combustibili ed affini (A.C.C.A.),Piazzale Roma,Venezia,Carburanti Olii ed affini,,,R. Dolcetti E. e C. Agenti di Venezia,,,,175,page_175_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
S. A. Vacuum Oil Company,Palazzo della Borsa,Venezia,Carburanti Olii ed affini,,,",",,,,175,page_175_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Cantieri Navali Piceni," ""Via XXI Marzo 2922.A""",Venezia,Carpentieri,,,",",,,,175,page_175_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
S.I.R.I. concessionaria 'Poggi',"""Via XXI Marzo 2922.A"", Venezia, S. Mosè, 1477",Venezia,Carrelli e Carrioli,,,"Tel. 22-677 Negozi: Venezia, S. Mosè, 1477, Tel. 22-671; Mestre: Via Piave, 62, Tel. 51-373; Chioggia: Corso Vitt. Em. 1203",,,,175,page_175_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Galimberti Carlo,"Riva del Vin, 722, 723","CARTA, CARTONI, CANCELLERIA",CARTA,,,"CARTONI,  CANCELLERIA,",,,,178,page_178_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Gasparoni Giovanni,S. Provolo 4977,"CARTA, CARTONI, CANCELLERIA",CARTA,,,"CARTONI,  CANCELLERIA,",,,,178,page_178_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Miotti Cecilia,Bagora 3600,"CARTA, CARTONI, CANCELLERIA",CARTA,,,"CARTONI,  CANCELLERIA,",,,,178,page_178_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Mismsa Maria Luigia,S. Marina 5904,"CARTA, CARTONI, CANCELLERIA",CARTA,,,"CARTONI,  CANCELLERIA,",,,,178,page_178_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Pellizzato Angelo,Tolietta 1214,"CARTA, CARTONI, CANCELLERIA",CARTA,,,"CARTONI,  CANCELLERIA,",,,,178,page_178_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Pietrobon F.lli,Campo Manin,FORNITURE COMPLETE,FORNITURE COMPLETE,,,"Telefono 25-827, Magazzino carta e cancelleria",,,,178,page_178_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
F. LLI PIETROBON,S. Francesco 3080 A,STABILIMENTO GRAFICO,STABILIMENTO GRAFICO,,,Telefono N. 24 -186,,,,178,page_178_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
CARLO GALIMBERTI,VENEZIA - RIVA DEL CARBON N. 722 - 723,"CARTA, CARTONI, CANCELLERIA",CARTA,,,"CARTONI,  CANCELLERIA,",,,,178,page_178_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Soc. An. Veneziana Imprese Artistiche turistiche,S.A.V.I.A.T San Marcuola,Palazzo Vendramin Calergi,Case da Gioco,,,"Case da Gioco, ",,,,180,page_180_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Ferraboschi Silvio,Via Caneve 5,Venezia,Murano,,,Impianti Costruzioni Elettriche Industriali,,,,182,page_182_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Duse,"Via XXII Marzo, 2288",Venezia,Cicli e Motocicli,,,"Schedari,  Mobili per ufficio,  Macchine contabili,  Macchine per scrivere,  Duplicatori,  Accessori",,,,184,page_184_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Cinema Imperiale,Via Garibaldi,San Polo,Gestione dr. Gaston-Marchi,,,Posteggio Noleggio Riparazioni,,,,185,page_185_semantic.csv,industria,,,SAN POLO,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Cinema S. Marco,"S. Sofia, 4205",Gestione I.C.S.A.,Cinema,,,Posteggio Noleggio Riparazioni,,,,185,page_185_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Cinema S. Margherita,"S. Sofia, 4205",S. Margherita,Gestione Magnarin Giuseppe,,,Posteggio Noleggio Riparazioni,,,,185,page_185_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Cinema Teatro Rossini,calle della Pietà,Gestione S. A. C. S. A.,Cinema,,,Posteggio Noleggio Riparazioni,,,,185,page_185_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Furlan cav. Giovanni,Via Goioto 7,Ca' Maghera,Mestre,,,Posteggio Noleggio Riparazioni,,,,185,page_185_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Teatro a Malibran,Via Goioto 7,Gestione I.C.S.A.,Mestre,,,Posteggio Noleggio Riparazioni,,,,185,page_185_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Direccion Generale,Ruga Orefici 1,,Cinema,,,Posteggio Noleggio Riparazioni,,,,185,page_185_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Istituto Luce Nuova,Palazzo Dolfu,Nuovo,Produzione films stabilimenti,,,Posteggio Noleggio Riparazioni,,,,185,page_185_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Pegasus Film,"Palazzo Dolfu, S. Polo 1",,di Balbieri e C.,,,Posteggio Noleggio Riparazioni,,,,185,page_185_semantic.csv,industria,,,SAN POLO,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Regini F.lli,Ponte S. Antonio,S. Lio,"Cuoio Gomma, e pello camello, Tel. 23-336",,,Posteggio Noleggio Riparazioni,,,,185,page_185_semantic.csv,industria,,,CASTELLO,,True,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Mazzouoc Cav. Giuseppe,"Premiato Sughificio Veneto, Palazzo Surlan, Fond. Cannaregio, 970",,Amm. Tel. 23-016,,,Posteggio Noleggio Riparazioni,,,,185,page_185_semantic.csv,industria,970.0,,CANNAREGIO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
OFFICINA RIPARAZIONI,Via XIII Marto n. 2228,VENEZIA,"MAOCHINE PER SCRIVERE, Telefono 23-069",,,Posteggio Noleggio Riparazioni,,,,185,page_185_semantic.csv,industria,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
D'Indri Antonio,Cannaregio 3699-410X-A,Cannaregio,Colori e Vernici,,,Posteggio Noleggio Riparazioni,,,,186,page_186_semantic.csv,industria,3699.0,,CANNAREGIO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
