Name,Address,Location,Category,Role,Profession,Additional Info,Journal,Notes,Political Party,page_num,source_file,section,civic_num,civic_lett,sestiere_parsed,parish_parsed,sestiere_implied,match_note,fail_reason,nom_classification,is_provincia,geocoding_tier,match_confidence,nominatim_query,llm_cleaned_address,nominatim_flagged,matched_lat,matched_lon
Matelazzi dr. Antonio,Cannaregio 6131,Venezia,Founded: 1877,UPSEA,Uff. Regionale di Coordinamento,Direttore,,,,418,page_418_semantic.csv,indice_generale,6131.0,,CANNAREGIO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Matteucci geom. Renato,S. Lucia,Venezia,Founded: 1877,",",Capo 3.o Ugucli,"Sta Lucia, Ferrovia dello Stato, Direzione",,,,419,page_419_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Matuella Giovanni,Via degli Antoni 35,Margarhere,Founded: 1877,",",pittore decoratore,ORGANIZATION,,,,419,page_419_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Matticello Emilia,S. Elena 1,Venezia,Founded: 1877,",",merceria filati e affini,ORGANIZATION,,,,419,page_419_semantic.csv,indice_generale,,,SANT'ELENA,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Maziol Vittorio,Castollo 5473,Venezia,Founded: 1877,",",Telephone: 25-889,"oreficeria, gioielleria",,,,419,page_419_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Mazzaron Lina,S. Elena 1,Venezia,Founded: 1877,",",Telephone: 25-889,merletti e dami,,,,419,page_419_semantic.csv,indice_generale,,,SANT'ELENA,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Mazzo dr. Mario,Calle Pasubio 2,S. Elena,medicina generale,",",Telephone: 25-889,ORGANIZATION,,,,419,page_419_semantic.csv,indice_generale,,,SANT'ELENA,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Mazzolini Giovanni,Calle Pasubio 2,Venezia,Founded: 1877,",",Telephone: 25-889,gerente | Municipio,,,,419,page_419_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Mazzoleri dr. Giuseppe,via Olivi 21,Ospedale Civile,Founded: 1877,",",medicina generale,ORGANIZATION,,,,419,page_419_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Mazzucato dr. Mario,S. Maurizio 2716,Venezia,Founded: 1877,",",Telephone: 25-889,malattie nervose,,,,419,page_419_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Mazzocco dr. Alessandro,S. Smno. de Grande 927,Venezia,"Dir. Amm., della Cassa Previd. I.nfori. Portuali",",",Telephone: 25-889,ORGANIZATION,,,,419,page_419_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Mazzuca cav. Giuseppe,"Fond. Cannaregio, 970",Palazzo Sur-rian,Founded: 1877,",",Telephone: 25-889,Premiata Sugherificio Veneto,,,,419,page_419_semantic.csv,indice_generale,970.0,,CANNAREGIO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
"Mazzucato, dr. Giorgio","Fond. Cannaregio, 970",S. M. Formosa,Founded: 1877,",",Telephone: 25-889,malattie nervose,,,,419,page_419_semantic.csv,indice_generale,970.0,,CANNAREGIO,Santa Maria Formosa,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Mazzocco Luigi,S. Marco l809,Venezia,"calzature, manifatture in gezerie e maglierie",",",Telephone: 25-889,ORGANIZATION,,,,419,page_419_semantic.csv,indice_generale,,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Mazzocco Romano,Cannaregio 970,Venezia,Founded: 1877,",",Telephone: 25-889,perle specialità veneziane,,,,419,page_419_semantic.csv,indice_generale,970.0,,CANNAREGIO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
AGENZIA P. BORTOLUZZI,Cannaregio 970,Venezia,AFFITTI-APPARTAMENTI CASE,",",Telephone: 25-889,FONDATA NEL 1917 | S. Lucia,,,,419,page_419_semantic.csv,indice_generale,970.0,,CANNAREGIO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Meccanica Veneziana Costruzioni MEVECO,S. Marmo 6108,Venezia,Officina meccanica e magazzino,",",Telephone: 25-889,ORGANIZATION,,,,420,page_420_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Meccanofisiche,Via 22 Marzo 2402 (interno),Venezia,Macchine,",",Telephone: 25-889,"Addizionatrici, Calcolatrici, Macchine per scrivere, Macchine contabili, Rilaproduttori, Fotostili, Accessori e riparazioni",,,,420,page_420_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Meggiolaro Giovanni,Giudecca m. 6608-B,Venezia,Mediatore,",",Telephone: 25-889,ORGANIZATION,,,,420,page_420_semantic.csv,indice_generale,6608.0,B,GIUDECCA,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Meloni RUGGERO,"Calle Foscari, 3255",Venezia,Libreria Universitaria,",",Telephone: 25-889,ORGANIZATION,,,,420,page_420_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Mello Virginio (Ditta),"Calle Foscari, 3255, 1210",Venezia,Founded: 1877,",","Cartotecnica, Tipografa",Carta cartoni e cancelleria | S. Polo,,,,420,page_420_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Meloni comm. ing. dr. Francesco,"Calle Foscari, 3255, 1210",Venezia,Genio Magistrato alle Acque,Ispettore,Telephone: 25-889,ORGANIZATION,,,,420,page_420_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Menegazzi Stella,Can. 2979-C.22,Venezia,Sarta,",",Telephone: 25-889,ORGANIZATION,,,,420,page_420_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Meneghel rag. Guido,Via 27 Ottobre 41,Venezia,Banca Nazionale del Lavoro,Direttore,Telephone: 25-889,ORGANIZATION,,,,420,page_420_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Meneghetti dr. Giulio,Maddalena 2347,Venezia,Radiologo,",",Telephone: 25-889,ORGANIZATION,,,,420,page_420_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Meneghetti Pietro,Cannaregio 2688,Venezia,Alimentari,",",Telephone: 25-889,dett.,,,,420,page_420_semantic.csv,indice_generale,2688.0,,CANNAREGIO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Meneghetti Pietro fu Angelo,"Castello 3171, S. Polo 3034",Venezia,Alimentari,",",Telephone: 25-889,dett.,,,,420,page_420_semantic.csv,indice_generale,3171.0,,SAN POLO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Meneghini Domenica,Can. (a)naregio 4653,Venezia,Caffè,",",Telephone: 25-889,esercizi,,,,420,page_420_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Menegon Angiolo fu Giovanni,Campo S. Provol o 4701-A,Venezia,Ferramenta e colori,",",Telephone: 25-889,ORGANIZATION,,,,420,page_420_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Mengotti dr. Augusto,"S. Maria Formosa, 5883, Dorsoduro 70",Venezia,Medicina generale,",",Telephone: 25-889,ORGANIZATION,,,,420,page_420_semantic.csv,indice_generale,5883.0,,DORSODURO,Santa Maria Formosa,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Duse,"Vio XXII Marzo, 2288",Venezia,Founded: 1877,",",Telephone: 25-889,Telefono 25.889,,,,420,page_420_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Merlo Francesco,S. Barnaba 2742,Venezia,fabbro ferraio e meccanico,",",Telephone: 25-889,ORGANIZATION,,,,421,page_421_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Merlo comm. Germano,San Barnaba 2078,Venezia,impresa edile,",",Telephone: 25-889,ORGANIZATION,,,,421,page_421_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Messina Erasmo,Via 2 Aprile 5042,Venezia,carbone e legna (gross.),",",Telephone: 25-889,ORGANIZATION,,,,421,page_421_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Mestriner Giovanni,"Via 2 Aprile 5042, Punta Sabbioni 8",Venezia,Founded: 1877," vendite), , ",riparazioni,cicli e motocicli (assortimenti | Burano,,,,421,page_421_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Metano Pesca di Mario Boni e C. Soc. a r. l.,S. Marco 779,Venezia,pesce (ingrosso),",",Telephone: 25-889,Soc. a r. l.,,,,421,page_421_semantic.csv,indice_generale,779.0,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Metropoli,Riva Schiavoni,Venezia,albergo,",",Telephone: 25-889,ORGANIZATION,,,,421,page_421_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Miazzo Giulio,S. Alvise 3203,Venezia,pittore,",",Telephone: 25-889,ORGANIZATION,,,,421,page_421_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Micone Giovanni e Moretti Umberto,Corte Ferrando,Giudecca,cantiere navale,",",Telephone: 25-889,ORGANIZATION,,,,421,page_421_semantic.csv,indice_generale,,,GIUDECCA,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Micheletti Lunio,S. Polo 1727,Venezia,ferramenta e metalli,",",Telephone: 25-889,prodotti chimici,,,,421,page_421_semantic.csv,indice_generale,1727.0,,SAN POLO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Micheletti Gino,"S. Polo 1727, Via Cattapian 80",Venezia,Founded: 1877,",",Telephone: 25-889,calzature | Mestre,,,,421,page_421_semantic.csv,indice_generale,1727.0,,SAN POLO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Micheletto Pietro,Via Ca' Rossa,Carpendo,impresa edile,",",Telephone: 25-889,ORGANIZATION,,,,421,page_421_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Michelin Clementina,Calle Larga S. Marco,Venezia,articoli casalinghi,",",Telephone: 25-889,ORGANIZATION,,,,421,page_421_semantic.csv,indice_generale,,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Michelotto Marcello,Castiello 2384-C,Venezia,alimentari (dett.),",",Telephone: 25-889,ORGANIZATION,,,,421,page_421_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Michelin Clementina,Calle Larga S. Marco,Venezia,giocattoli,",",Telephone: 25-889,ORGANIZATION,,,,421,page_421_semantic.csv,indice_generale,,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Midris ing. Antonio,Calle Larga S. Marco,Municipio,Founded: 1877,",",Telephone: 25-889,Capo Sez. Estaurio e Marghera,,,,421,page_421_semantic.csv,indice_generale,,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Milan Armando,Via Pa Repetti 1,Carpnedco,autorotrasporti,",",Telephone: 25-889,ORGANIZATION,,,,421,page_421_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Miliani Gildo,"Murte, Via Piave 120",,ZAMPIRONI INSETTICIDI,Macchine per scrivere - Calcolatrici - Duplicatori,materiale elettrico,VENEZIA dognafíco - vedíta materiale fotocronatuografico,,,,422,page_422_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Millio Gioconda,S. Rocco 3073-N,,ZAMPIRONI INSETTICIDI,Macchine per scrivere - Calcolatrici - Duplicatori,Tutti i prodotti ZAMPIRONI INSETTIFUGHI di massima fiducia,ostetrica,,,,422,page_422_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Minotto Anna,"Carpeneciò, Via Val. don 21",,mobili,Macchine per scrivere - Calcolatrici - Duplicatori,legnami eni pii da costruzioni,Mobili (negozio),,,,422,page_422_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Miola G. Forto & C.,Mercerie Orologio 217,,ZAMPIRONI INSETTICIDI,Macchine per scrivere - Calcolatrici - Duplicatori,Tutti i prodotti ZAMPIRONI INSETTIFUGHI di massima fiducia,"Tessimilola, tessuti",,,,422,page_422_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Miotti Cecilia,Braon numero 3600,,ZAMPIRONI INSETTICIDI,Macchine per scrivere - Calcolatrici - Duplicatori,cartoleria chinacagliere,tabaccheria,,,,422,page_422_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Miotto Alessandro,Can. naregio 3593,,pittore decorat.o,Macchine per scrivere - Calcolatrici - Duplicatori,Tutti i prodotti ZAMPIRONI INSETTIFUGHI di massima fiducia,VENEZIA dognafíco - vedíta materiale fotocronatuografico,,,,422,page_422_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Miotto Gaspare,"Mesrz, Calle Del sale numero 18",,ZAMPIRONI INSETTICIDI,Macchine per scrivere - Calcolatrici - Duplicatori,Tutti i prodotti ZAMPIRONI INSETTIFUGHI di massima fiducia,autotrasporti,,,,422,page_422_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Mirabella Sabatino,Zattere 317-A,,ZAMPIRONI INSETTICIDI,Macchine per scrivere - Calcolatrici - Duplicatori,Tutti i prodotti ZAMPIRONI INSETTIFUGHI di massima fiducia,pittore,,,,422,page_422_semantic.csv,indice_generale,317.0,A,DORSODURO,,True,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Mirabella Elvira,Cannaregio 6584,,"fiori, piante e semiuti",Macchine per scrivere - Calcolatrici - Duplicatori,Tutti i prodotti ZAMPIRONI INSETTIFUGHI di massima fiducia,VENEZIA dognafíco - vedíta materiale fotocronatuografico,,,,422,page_422_semantic.csv,indice_generale,6584.0,,CANNAREGIO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Mirto dot. rag. Luciano,"S. Bartolomeo, Ponte dell’Olle, 5547, z. P.",,Commercialista e Patrocinatore Legale,Macchine per scrivere - Calcolatrici - Duplicatori,Tutti i prodotti ZAMPIRONI INSETTIFUGHI di massima fiducia,"Studio di Ragione: ria, Consulenza ed Assistenza Tributaria",,,,422,page_422_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Mismas Maria Luigia,S. Marina 5904,,"tabaccheria, cartoleria",Macchine per scrivere - Calcolatrici - Duplicatori,Tutti i prodotti ZAMPIRONI INSETTIFUGHI di massima fiducia,VENEZIA dognafíco - vedíta materiale fotocronatuografico,,,,422,page_422_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Mobili Lauza,Calle delle Rasse 4537,Via XXII Marzo,2288,", ,",Tutti i prodotti ZAMPIRONI INSETTIFUGHI di massima fiducia,"RAZIONI MACCHINE PER SCRIVERE ""d u s e""",,,,423,page_423_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Moda Viennese,S. Zulian 71,Via XXII Marzo,2288,", ,",Tutti i prodotti ZAMPIRONI INSETTIFUGHI di massima fiducia,impermeabili,,,,423,page_423_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Mode e Confezioni,"S. Zulian 71, Ascension numero 2256",Via XXII Marzo,2288,", ,",abiti confezionati,Soc. per Az Sucq. Deguillaume,,,,423,page_423_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Molin Luigi & C.,D. Duro 403,Via XXII Marzo,2288,", ,",Tutti i prodotti ZAMPIRONI INSETTIFUGHI di massima fiducia,fornace da calce e laterizi,,,,423,page_423_semantic.csv,indice_generale,403.0,,DORSODURO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Molinari dr. Luigi,Sani Giowvini e Paolo 677A,Via XXII Marzo,2288,", ,",Tutti i prodotti ZAMPIRONI INSETTIFUGHI di massima fiducia,medicina generale,,,,423,page_423_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Moldon dr. Attilio,S. Elena. C. Storta n. 2,Via XXII Marzo,2288,", ,",Tutti i prodotti ZAMPIRONI INSETTIFUGHI di massima fiducia,architetto,,,,423,page_423_semantic.csv,indice_generale,,,SANT'ELENA,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Monaco cav. Angelo,S. Elena. C. Storta n. 2,Via XXII Marzo,Direttore Super,", ,",Tutti i prodotti ZAMPIRONI INSETTIFUGHI di massima fiducia,Circoscrizione Doganale,,,,423,page_423_semantic.csv,indice_generale,,,SANT'ELENA,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Monaco dr. Guido,S. Elena. C. Storta n. 2,Via XXII Marzo,2288," Istituto Universitario di Architettura, , ",segreteria,primo rag.,,,,423,page_423_semantic.csv,indice_generale,,,SANT'ELENA,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Monaco Pietro,D. Duro 9,Via XXII Marzo,2288,", ,",Tutti i prodotti ZAMPIRONI INSETTIFUGHI di massima fiducia,avvocato,,,,423,page_423_semantic.csv,indice_generale,,,DORSODURO,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Monai rag. Angelo,D. Duro 9,Via XXII Marzo,Procuratore Banco di Roma,", ,",Tutti i prodotti ZAMPIRONI INSETTIFUGHI di massima fiducia,"RAZIONI MACCHINE PER SCRIVERE ""d u s e""",,,,423,page_423_semantic.csv,indice_generale,,,DORSODURO,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Monnich Antonietta,"S. Marco, numero 46001",Via XXII Marzo,2288,", ,",Tutti i prodotti ZAMPIRONI INSETTIFUGHI di massima fiducia,tabaccheria,,,,423,page_423_semantic.csv,indice_generale,46001.0,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Monico,Campo San Lio,Via XXII Marzo,2288,", ,",Tutti i prodotti ZAMPIRONI INSETTIFUGHI di massima fiducia,farmacia,,,,423,page_423_semantic.csv,indice_generale,,,CASTELLO,,True,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Cav. BRUNO GASPARINI,Via Manin,,Titolo,",",Telephone: 25-889,OCCASIONI - CAMBI - RICOSTRUZIONI - NOLEGGI,,,,424,page_424_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Montagna ing cav. Mario,Via Manin,,Ferrovi dello Stato,",",Telephone: 25-889,"Capo Sez. Materiale Trazione, Direzione Santa Lucia",,,,424,page_424_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Montagnaro Pietro,Santa Croce 37,,Commercio,",",Telephone: 25-889,carbone e legna (dettaglio),,,,424,page_424_semantic.csv,indice_generale,37.0,,SANTA CROCE,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Mantalto Giovanni,S. Marco 5314,,Titolo,",",Telephone: 25-889,avv.,,,,424,page_424_semantic.csv,indice_generale,5314.0,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Montanari dr. Viscardo,Calle del Sale 19,,Titolo,Ispettorato Agrario (Ministero dell’Agricoltura e Foreste),Ispettore Compartimentale,OCCASIONI - CAMBI - RICOSTRUZIONI - NOLEGGI,,,,424,page_424_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Montemezzo dr. Federico,San Canzian 5394-C,,Titolo,",",Telephone: 25-889,medicina generale,,,,424,page_424_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Montemezzo rag. Gaetano,San Canzian 5394-C,,Titolo,"Vice Direttore, Banca Commerciale Italiana",Telephone: 25-889,OCCASIONI - CAMBI - RICOSTRUZIONI - NOLEGGI,,,,424,page_424_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Montesco Giovanni in Bemarclo,Castello 5829-6099,,Titolo,",",Telephone: 25-889,elettricità e idraulica,,,,424,page_424_semantic.csv,indice_generale,5829.0,,CASTELLO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Monti Venerio & F.lli,Via della Industria,Zelbrino,Agriculture,",",Telephone: 25-889,trebbiature,,,,424,page_424_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Mora Andrea,San Marco 9894,,Titolo,",",Telephone: 25-889,trattoria,,,,424,page_424_semantic.csv,indice_generale,9894.0,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Mori Maria,S. Fantin 2396,,Titolo,",",Telephone: 25-889,stoffe tessuti,,,,424,page_424_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Morandi Bruno,S. Marco numero 5892,,Titolo,",",Telephone: 25-889,caffè (esercizi),,,,424,page_424_semantic.csv,indice_generale,5892.0,,SAN MARCO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Morassi Lidio fu Giovanni,Castello 5829,,Titolo,",",Telephone: 25-889,elettrosale e idraulico,,,,424,page_424_semantic.csv,indice_generale,5829.0,,CASTELLO,,False,Nominatim failed: query=None | type=nan class=nan,number_not_in_reference,inside_venice,False,,nominatim_failed,,,False,,
Morelli Orazio,S. Bartolomeo numero 5219,,Titolo,",",Telephone: 25-889,farmacista,,,,424,page_424_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Morelli R. G.,S. Fantin 1986,,Commerce,",",Telephone: 25-889,"tappezzi decorazioni, verniciature industriali (negozio)",,,,424,page_424_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Moreni’Amando,Campo Fava numero 5501,,Titolo,",",Telephone: 25-889,sarto da uomo,,,,424,page_424_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Moressa Leone,Campo Fava numero 5501,,Titolo,Consigliere Municipale,Telephone: 25-889,OCCASIONI - CAMBI - RICOSTRUZIONI - NOLEGGI,,,,424,page_424_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Moretti Anna,Via Vitt. Emanuele 4219,,Titolo,",",Telephone: 25-889,farmaciata,,,,424,page_424_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
Moretti dr. Giorgio,"S. Rocco, numero 3142",,Titolo,",",Telephone: 25-889,otorinolaringoojatra,,,,424,page_424_semantic.csv,indice_generale,,,,,False,Nominatim failed: query=None | type=nan class=nan,no_civic_number,inside_venice,False,,nominatim_failed,,,False,,
